ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFIRSTNAME,PAYMENTLASTNAME
10406,61,100.0,3,8374.69,4/15/2005,Disputed,2,4,2005,Classic Cars,141,S18_1129,Furniture,Table,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Large,Petersen,Jytte
10102,39,100.0,2,4808.31,1/10/2003,Shipped,1,1,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Frick,Michael,Medium,Frick,Michael
10111,33,99.66,6,3288.78,3/25/2003,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Mini Wheels Co.,6505555787,5557 North Pendale Street,Unknown,San Francisco,CA,0,USA,Unknown,Murphy,Julie,Medium,Murphy,Julie
10125,32,100.0,1,3254.72,5/21/2003,Shipped,2,5,2003,Vintage Cars,102,S18_1342,Furniture,Desk,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,Ferguson,Peter
10139,31,100.0,7,3184.94,7/16/2003,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,Huxley,Adrian
10149,50,100.0,4,5907.5,9/12/2003,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Unknown,Brisbane,CA,94217,USA,Unknown,Taylor,Sue,Medium,Taylor,Sue
10162,48,91.44,2,4389.12,10/18/2003,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,0,USA,Unknown,Brown,Julie,Medium,Brown,Julie
10173,43,100.0,6,5036.16,11/5/2003,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Rovelli,Giovanni
10182,25,87.33,3,2183.25,11/12/2003,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Small,Nelson,Valarie
10193,28,100.0,7,3106.88,11/21/2003,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Furniture,Desk,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,Connery,Sean
10205,36,100.0,2,3735.72,12/3/2003,Shipped,4,12,2003,Vintage Cars,102,S18_1342,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10227,25,100.0,3,2953.75,3/2/2004,Shipped,1,3,2004,Vintage Cars,102,S18_1342,Furniture,Desk,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,EMEA,Saveley,Mary,Small,Saveley,Mary
10244,40,100.0,7,4684.8,4/29/2004,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10256,34,95.55,2,3248.7,6/8/2004,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Furniture,Desk,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Medium,Petersen,Jytte
10289,38,100.0,2,4567.98,9/3/2004,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Furniture,Desk,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,Oeztan,Veysel
10332,46,95.13,15,4375.98,11/17/2004,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Furniture,Desk,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Ashworth,Victoria
10346,42,36.11,3,1516.62,11/29/2004,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Furniture,Desk,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,King,Sue,Small,King,Sue
10380,27,93.16,13,2515.32,2/16/2005,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,Freyre,Diego
10422,51,95.55,2,4873.05,5/30/2005,In Process,2,5,2005,Vintage Cars,102,S18_1342,Furniture,Desk,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,Unknown,Yu,Kyung,Medium,Yu,Kyung
10110,37,100.0,16,5433.08,3/18/2003,Shipped,1,3,2003,Classic Cars,124,S18_1589,Furniture,Bookshelf,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Ashworth,Victoria
10123,26,100.0,2,3073.72,5/20/2003,Shipped,2,5,2003,Classic Cars,124,S18_1589,Furniture,Bookshelf,Atelier graphique,40.32.2555,"54, rue Royale",Unknown,Nantes,Unknown,44000,France,EMEA,Schmitt,Carine,Medium,Schmitt,Carine
10137,44,99.55,2,4380.2,7/10/2003,Shipped,3,7,2003,Classic Cars,124,S18_1589,Furniture,Bookshelf,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Henriot,Paul,Medium,Henriot,Paul
10172,42,100.0,6,4965.24,11/5/2003,Shipped,4,11,2003,Classic Cars,124,S18_1589,Furniture,Bookshelf,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,Unknown,King,Julie,Medium,King,Julie
10226,38,100.0,4,4161.38,2/26/2004,Shipped,1,2,2004,Classic Cars,124,S18_1589,Furniture,Bookshelf,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,Unknown,Thompson,Valarie,Medium,Thompson,Valarie
10241,21,100.0,11,2508.66,4/13/2004,Shipped,2,4,2004,Classic Cars,124,S18_1589,Furniture,Bookshelf,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,EMEA,Citeaux,Frederique,Small,Citeaux,Frederique
10288,20,100.0,14,2936.8,9/1/2004,Shipped,3,9,2004,Classic Cars,124,S18_1589,Furniture,Bookshelf,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Victorino,Wendy,Small,Victorino,Wendy
10311,29,100.0,9,2923.2,10/16/2004,Shipped,4,10,2004,Classic Cars,124,S18_1589,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,Freyre,Diego
10343,36,100.0,4,5848.92,11/24/2004,Shipped,4,11,2004,Classic Cars,124,S18_1589,Furniture,Bookshelf,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Henriot,Paul,Medium,Henriot,Paul
10367,49,56.3,1,2758.7,1/12/2005,Resolved,1,1,2005,Classic Cars,124,S18_1589,Furniture,Bookshelf,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Young,Julie,Small,Young,Julie
10378,34,42.64,5,1449.76,2/10/2005,Shipped,1,2,2005,Classic Cars,124,S18_1589,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,Freyre,Diego
10407,59,100.0,11,7048.14,4/22/2005,On Hold,2,4,2005,Classic Cars,124,S18_1589,Furniture,Bookshelf,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Frick,Sue,Large,Frick,Sue
10106,36,100.0,12,5279.4,2/17/2003,Shipped,1,2,2003,Planes,157,S18_1662,Furniture,Cabinet,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Rovelli,Giovanni
10131,21,100.0,4,2781.66,6/16/2003,Shipped,2,6,2003,Planes,157,S18_1662,Furniture,Cabinet,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,Unknown,Lewis,Dan,Small,Lewis,Dan
10198,42,100.0,4,7483.98,11/27/2003,Shipped,4,11,2003,Planes,157,S18_1662,Furniture,Cabinet,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Large,Cruz,Arnold
10250,45,100.0,14,8160.3,5/11/2004,Shipped,2,5,2004,Planes,157,S18_1662,Furniture,Cabinet,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Frick,Sue,Large,Frick,Sue
10262,49,100.0,9,6567.96,6/24/2004,Cancelled,2,6,2004,Planes,157,S18_1662,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10274,41,100.0,1,6724.0,7/21/2004,Shipped,3,7,2004,Planes,157,S18_1662,Furniture,Cabinet,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,Unknown,Nelson,Allen,Medium,Nelson,Allen
10284,45,100.0,11,5747.85,8/21/2004,Shipped,3,8,2004,Planes,157,S18_1662,Furniture,Cabinet,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,Klaeboe,Jan
10296,36,100.0,7,5676.84,9/15/2004,Shipped,3,9,2004,Planes,157,S18_1662,Furniture,Cabinet,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Unknown,Munich,Unknown,80686,Germany,EMEA,Donnermeyer,Michael,Medium,Donnermeyer,Michael
10327,25,100.0,6,2804.75,11/10/2004,Resolved,4,11,2004,Planes,157,S18_1662,Furniture,Cabinet,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,Small,Petersen,Jytte
10338,41,100.0,1,5624.79,11/22/2004,Shipped,4,11,2004,Planes,157,S18_1662,Furniture,Cabinet,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Unknown,Charleroi,Unknown,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,Cartrain,Pascale
10351,39,99.52,1,3881.28,12/3/2004,Shipped,4,12,2004,Planes,157,S18_1662,Furniture,Cabinet,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,Unknown,WX3 6FW,UK,EMEA,Brown,Ann,Medium,Brown,Ann
10386,25,54.57,7,1364.25,3/1/2005,Resolved,1,3,2005,Planes,157,S18_1662,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,Freyre,Diego
10398,33,100.0,11,4215.09,3/30/2005,Shipped,1,3,2005,Planes,157,S18_1662,Furniture,Cabinet,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Henriot,Paul,Medium,Henriot,Paul
10416,24,100.0,14,4352.16,5/10/2005,Shipped,2,5,2005,Planes,157,S18_1662,Furniture,Cabinet,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,Medium,Moroni,Maurizio
10100,30,100.0,3,5151.0,1/6/2003,Shipped,1,1,2003,Vintage Cars,170,S18_1749,Furniture,Desk,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Young,Valarie,Medium,Young,Valarie
10124,21,100.0,6,2856.0,5/21/2003,Shipped,2,5,2003,Vintage Cars,170,S18_1749,Furniture,Desk,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,King,Sue,Small,King,Sue
10214,30,100.0,7,5967.0,1/26/2004,Shipped,1,1,2004,Vintage Cars,170,S18_1749,Furniture,Desk,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Sommer,Mart¡n
10302,43,100.0,1,7310.0,10/6/2003,Shipped,4,10,2003,Vintage Cars,170,S18_1749,Furniture,Desk,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,Devon,Elizabeth
10344,45,100.0,1,7650.0,11/25/2004,Shipped,4,11,2004,Vintage Cars,170,S18_1749,Furniture,Desk,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Unknown,Marseille,Unknown,13008,France,EMEA,Lebihan,Laurence,Large,Lebihan,Laurence
10379,39,100.0,2,5399.55,2/10/2005,Shipped,1,2,2005,Vintage Cars,170,S18_1749,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10420,37,100.0,5,5283.6,5/29/2005,In Process,2,5,2005,Vintage Cars,170,S18_1749,Furniture,Desk,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,Huxley,Adrian
10366,34,100.0,3,4207.84,1/10/2005,Shipped,1,1,2005,Classic Cars,142,S18_1984,Furniture,Bookshelf,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Unknown,Charleroi,Unknown,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,Cartrain,Pascale
10303,46,49.04,2,2255.84,10/6/2004,Shipped,4,10,2004,Vintage Cars,60,S18_2248,Furniture,Desk,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,EMEA,Roel,Jose Pedro,Small,Roel,JosePedro
10383,27,100.0,11,3843.99,2/22/2005,Shipped,1,2,2005,Trucks and Buses,122,S18_2319,Furniture,Chair,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10101,25,100.0,4,3782.0,1/9/2003,Shipped,1,1,2003,Vintage Cars,127,S18_2325,Furniture,Table,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,Medium,Keitel,Roland
10243,47,100.0,2,6154.18,4/26/2004,Shipped,2,4,2004,Vintage Cars,127,S18_2325,Furniture,Table,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,Unknown,Franco,Valarie,Medium,Franco,Valarie
10409,6,100.0,2,785.64,4/23/2005,Shipped,2,4,2005,Vintage Cars,127,S18_2325,Furniture,Table,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Victorino,Wendy,Small,Victorino,Wendy
10133,49,69.27,3,3394.23,6/27/2003,Shipped,2,6,2003,Planes,84,S18_2581,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10235,24,76.03,3,1824.72,4/2/2004,Shipped,2,4,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,Unknown,Lincoln,Elizabeth,Small,Lincoln,Elizabeth
10297,25,82.79,4,2069.75,9/16/2004,Shipped,3,9,2004,Planes,84,S18_2581,Furniture,Bookshelf,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,EMEA,Cassidy,Dean,Small,Cassidy,Dean
10353,27,100.0,1,3515.67,12/4/2004,Shipped,4,12,2004,Planes,84,S18_2581,Furniture,Bookshelf,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,Unknown,Lewis,Dan,Medium,Lewis,Dan
10401,42,76.03,3,3193.26,4/3/2005,On Hold,2,4,2005,Planes,84,S18_2581,Furniture,Bookshelf,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,Unknown,Brown,William,Medium,Brown,William
10255,24,100.0,1,3726.0,6/4/2004,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,EMEA,Citeaux,Frederique,Medium,Citeaux,Frederique
10421,35,100.0,1,5433.75,5/29/2005,In Process,2,5,2005,Vintage Cars,168,S18_2795,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,Nelson,Valarie
10257,50,88.14,1,4407.0,6/14/2004,Shipped,2,6,2004,Vintage Cars,101,S18_2949,Furniture,Desk,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Frick,Sue,Medium,Frick,Sue
10423,10,88.14,1,881.4,5/30/2005,In Process,2,5,2005,Vintage Cars,101,S18_2949,Furniture,Desk,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,EMEA,Dewey,Catherine,Small,Dewey,Catherine
10269,32,63.08,1,2018.56,7/16/2004,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Furniture,Desk,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,EMEA,Pipps,Georg,Small,Pipps,Georg
10392,37,59.96,3,2218.52,3/10/2005,Shipped,1,3,2005,Vintage Cars,62,S18_2957,Furniture,Desk,Mini Auto Werke,7675-3555,Kirchgasse 6,Unknown,Graz,Unknown,8010,Austria,EMEA,Mendel,Roland,Small,Mendel,Roland
10130,40,96.34,2,3853.6,6/16/2003,Shipped,2,6,2003,Ships,86,S18_3029,Furniture,Table,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Unknown,Brickhaven,MA,58339,USA,Unknown,Taylor,Leslie,Medium,Taylor,Leslie
10128,41,100.0,2,5544.02,6/6/2003,Shipped,2,6,2003,Vintage Cars,136,S18_3140,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10166,43,100.0,2,6930.74,10/21/2003,Shipped,4,10,2003,Vintage Cars,136,S18_3140,Furniture,Desk,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Benitez,Violeta,Medium,Benitez,Violeta
10177,23,100.0,9,3675.63,11/7/2003,Shipped,4,11,2003,Vintage Cars,136,S18_3140,Furniture,Desk,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,Unknown,28023,Spain,EMEA,Fernandez,Jesus,Medium,Fernandez,Jesus
10221,33,100.0,3,4417.38,2/18/2004,Shipped,1,2,2004,Vintage Cars,136,S18_3140,Furniture,Desk,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,Unknown,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,Dewey,Catherine
10232,22,100.0,6,3606.02,3/20/2004,Shipped,1,3,2004,Vintage Cars,136,S18_3140,Furniture,Desk,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Unknown,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,Bennett,Helen
10394,22,100.0,5,3353.02,3/15/2005,Shipped,1,3,2005,Classic Cars,169,S18_3232,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10326,32,100.0,6,3807.68,11/9/2004,Shipped,4,11,2004,Trains,100,S18_3259,Furniture,Desk,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Unknown,Lule,Unknown,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund,Christina
10252,20,76.39,2,1527.8,5/26/2004,Shipped,2,5,2004,Classic Cars,80,S18_3278,Furniture,Cabinet,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Unknown,Paris,Unknown,75016,France,EMEA,Perrier,Dominique,Small,Perrier,Dominique
10265,45,86.84,2,3907.8,7/2/2004,Shipped,3,7,2004,Classic Cars,80,S18_3278,Furniture,Cabinet,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,Connery,Sean
10290,26,96.23,2,2501.98,9/7/2004,Shipped,3,9,2004,Vintage Cars,99,S18_3320,Furniture,Table,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Unknown,Brickhaven,MA,58339,USA,Unknown,Taylor,Leslie,Small,Taylor,Leslie
10323,33,91.27,2,3011.91,11/5/2004,Shipped,4,11,2004,Vintage Cars,99,S18_3320,Furniture,Table,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,Medium,Keitel,Roland
10330,37,100.0,3,4405.22,11/16/2004,Shipped,4,11,2004,Classic Cars,146,S18_3482,Furniture,Bookshelf,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,Cruz,Arnold
10355,23,100.0,7,3177.91,12/7/2004,Shipped,4,12,2004,Classic Cars,146,S18_3482,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre,Diego
10146,47,67.14,2,3155.58,9/3/2003,Shipped,3,9,2003,Motorcycles,62,S18_3782,Furniture,Bookshelf,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,Unknown,Lewis,Dan,Medium,Lewis,Dan
10264,48,54.71,3,2626.08,6/30/2004,Shipped,2,6,2004,Motorcycles,62,S18_3782,Furniture,Bookshelf,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,Unknown,Yoshido,Juri,Small,Yoshido,Juri
10286,38,57.2,1,2173.6,8/28/2004,Shipped,3,8,2004,Motorcycles,62,S18_3782,Furniture,Bookshelf,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,EMEA,Bertrand,Marie,Small,Bertrand,Marie
10249,46,100.0,5,5600.5,5/8/2004,Shipped,2,5,2004,Vintage Cars,105,S18_3856,Furniture,Desk,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Unknown,Cambridge,MA,51247,USA,Unknown,Tseng,Kyung,Medium,Tseng,Kyung
10328,34,100.0,6,3815.48,11/12/2004,Shipped,4,11,2004,Vintage Cars,105,S18_3856,Furniture,Desk,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Rovelli,Giovanni
10415,51,100.0,5,6209.25,5/9/2005,Disputed,2,5,2005,Vintage Cars,105,S18_3856,Furniture,Desk,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,Connery,Sean
10152,35,100.0,1,4524.1,9/25/2003,Shipped,3,9,2003,Classic Cars,143,S18_4027,Furniture,Table,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Unknown,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,Calaghan,Tony
10213,38,94.79,1,3602.02,1/22/2004,Shipped,1,1,2004,Vintage Cars,92,S18_4409,Furniture,Chair,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Unknown,London,Unknown,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,Hardy,Thomas
10315,36,100.0,7,3602.16,10/29/2004,Shipped,4,10,2004,Vintage Cars,87,S18_4522,Furniture,Table,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Labrune,Janine,Medium,Labrune,Janine
10267,36,75.55,1,2719.8,7/7/2004,Shipped,3,7,2004,Classic Cars,71,S18_4933,Furniture,Table,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Young,Jeff,Small,Young,Jeff
10279,26,60.58,1,1575.08,8/9/2004,Shipped,3,8,2004,Classic Cars,71,S18_4933,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,Small,Freyre,Diego
10158,22,67.03,1,1474.66,10/10/2003,Shipped,4,10,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen,Jonas
10340,55,79.98,8,4398.9,11/24/2004,Shipped,4,11,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Saavedra,Eduardo
